siren,date_jugement,nature_jugement
530962992,2018-11-28,Jugement d'ouverture de liquidation judiciaire
530963248,2019-09-06,Jugement d'ouverture de liquidation judiciaire
530964709,2018-03-13,Jugement d'ouverture de liquidation judiciaire
530965516,2019-03-07,Jugement d'ouverture de liquidation judiciaire
530968643,2017-02-09,Jugement d'ouverture de liquidation judiciaire
530968692,2020-06-17,Jugement d'ouverture de liquidation judiciaire
530968817,2021-07-23,Jugement d'ouverture de liquidation judiciaire
530968833,2018-03-09,Jugement d'ouverture d'une procédure de redressement judiciaire
530968916,2019-06-06,Jugement d'ouverture de liquidation judiciaire
530970763,2020-01-08,Jugement d'ouverture de liquidation judiciaire
530971449,2018-04-24,Jugement d'ouverture de liquidation judiciaire
530971886,2018-07-18,Jugement d'ouverture de liquidation judiciaire
530972710,2017-07-04,Jugement d'ouverture de liquidation judiciaire
530974997,2019-08-22,Jugement d'ouverture de liquidation judiciaire
530975978,2020-02-18,Jugement d'ouverture de liquidation judiciaire
530976653,2017-07-17,Jugement d'ouverture de liquidation judiciaire
530976695,2019-02-21,Jugement d'ouverture de liquidation judiciaire
530978527,2019-11-07,Jugement d'ouverture de liquidation judiciaire
530980507,2021-01-13,Jugement d'ouverture de liquidation judiciaire
530981661,2017-10-12,Jugement d'ouverture de liquidation judiciaire
530982453,2020-06-10,Jugement d'ouverture de liquidation judiciaire
530982495,2017-11-10,Jugement d'ouverture de liquidation judiciaire
530983709,2017-10-10,Autre jugement d'ouverture
530984491,2020-06-24,Jugement d'ouverture de liquidation judiciaire
530984657,2017-04-24,Jugement d'ouverture de liquidation judiciaire
530984806,2017-11-15,Jugement d'ouverture de liquidation judiciaire
530990795,2017-04-26,Jugement d'ouverture de liquidation judiciaire
530992171,2019-04-25,Jugement d'ouverture d'une procédure de redressement judiciaire
530992577,2017-03-14,Jugement d'ouverture de liquidation judiciaire
530992908,2017-03-08,Jugement d'ouverture de liquidation judiciaire
530993468,2019-10-03,Jugement d'ouverture de liquidation judiciaire
530994565,2018-02-09,Jugement d'ouverture d'une procédure de redressement judiciaire
530994706,2018-12-03,Jugement d'ouverture de liquidation judiciaire
530995083,2017-10-17,Jugement d'ouverture d'une procédure de redressement judiciaire
530996347,2017-06-12,Jugement d'ouverture de liquidation judiciaire
530996594,2020-11-18,Jugement d'ouverture de liquidation judiciaire
530997972,2019-02-28,Jugement d'ouverture de liquidation judiciaire
530998723,2017-12-20,Jugement d'ouverture d'une procédure de redressement judiciaire
530999184,2018-04-11,Jugement d'ouverture d'une procédure de redressement judiciaire
530999564,2019-02-04,Jugement d'ouverture de liquidation judiciaire
530999838,2017-07-20,Jugement d'ouverture de liquidation judiciaire
531001154,2017-05-17,Jugement d'ouverture de liquidation judiciaire
531002293,2018-03-21,Jugement d'ouverture de liquidation judiciaire
531002608,2018-06-04,Jugement d'ouverture d'une procédure de redressement judiciaire
531003861,2019-06-25,Jugement d'ouverture d'une procédure de redressement judiciaire
531005106,2019-11-04,Jugement d'ouverture d'une procédure de redressement judiciaire
531005965,2018-08-20,Jugement d'ouverture de liquidation judiciaire
531005999,2017-11-27,Jugement d'ouverture de liquidation judiciaire
531007185,2017-05-24,Jugement d'ouverture de liquidation judiciaire
531007714,2019-12-09,Jugement d'ouverture de liquidation judiciaire
531008514,2021-09-15,Jugement d'ouverture de liquidation judiciaire
531009439,2017-12-06,Jugement d'ouverture de liquidation judiciaire
531009652,2017-12-21,Jugement d'ouverture d'une procédure de redressement judiciaire
531009728,2018-10-04,Jugement d'ouverture d'une procédure de redressement judiciaire
531010122,2017-09-29,Jugement d'ouverture de liquidation judiciaire
531010130,2017-10-13,Jugement d'ouverture de liquidation judiciaire
531010460,2017-03-08,Jugement d'ouverture de liquidation judiciaire
531010577,2017-11-02,Jugement d'ouverture de liquidation judiciaire
531011369,2020-11-09,Jugement d'ouverture d'une procédure de redressement judiciaire
531011385,2019-05-28,Jugement d'ouverture d'une procédure de redressement judiciaire
531011492,2019-04-01,Jugement d'ouverture d'une procédure de redressement judiciaire
531012300,2019-02-06,Jugement d'ouverture d'une procédure de redressement judiciaire
531012763,2019-05-17,Jugement d'ouverture de liquidation judiciaire
531012862,2021-05-12,Jugement d'ouverture d'une procédure de redressement judiciaire
531015782,2018-03-21,Jugement d'ouverture de liquidation judiciaire
531016483,2018-03-20,Jugement d'ouverture de liquidation judiciaire
531017168,2017-08-24,Jugement d'ouverture de liquidation judiciaire
531018356,2018-05-29,Jugement d'ouverture d'une procédure de redressement judiciaire
531018422,2020-09-18,Jugement d'ouverture d'une procédure de redressement judiciaire
531018919,2019-11-05,Jugement d'ouverture d'une procédure de sauvegarde
531019057,2018-02-05,Jugement d'ouverture d'une procédure de redressement judiciaire
531019958,2020-10-15,Jugement d'ouverture d'une procédure de redressement judiciaire
531020253,2018-04-09,Jugement d'ouverture de liquidation judiciaire
531025047,2017-12-20,Jugement d'ouverture de liquidation judiciaire
531026094,2019-10-10,Jugement d'ouverture de liquidation judiciaire
531026193,2020-02-24,Jugement d'ouverture de liquidation judiciaire
531027050,2020-03-03,Jugement d'ouverture d'une procédure de redressement judiciaire
531028074,2018-02-16,Jugement d'ouverture d'une procédure de redressement judiciaire
531031953,2018-11-21,Jugement d'ouverture de liquidation judiciaire
531032787,2019-01-09,Jugement d'ouverture d'une procédure de redressement judiciaire
531034833,2018-05-24,Jugement d'ouverture d'une procédure de redressement judiciaire
531035939,2018-06-01,Jugement d'ouverture d'une procédure de redressement judiciaire
531035939,2020-11-06,Jugement d'ouverture d'une procédure de redressement judiciaire
531036176,2020-05-27,Jugement d'ouverture de liquidation judiciaire
531037604,2019-10-07,Jugement d'ouverture de liquidation judiciaire
531038537,2018-02-13,Jugement d'ouverture d'une procédure de redressement judiciaire
531039162,2017-09-20,Jugement d'ouverture d'une procédure de redressement judiciaire
531039196,2017-01-12,Jugement d'ouverture de liquidation judiciaire
531039931,2018-09-06,Jugement d'ouverture de liquidation judiciaire
531040533,2017-07-27,Jugement d'ouverture d'une procédure de redressement judiciaire
531041127,2018-07-20,Jugement d'ouverture de liquidation judiciaire
531041606,2017-05-03,Jugement d'ouverture de liquidation judiciaire
531041978,2017-07-11,Jugement d'ouverture de liquidation judiciaire
531042257,2019-02-08,Jugement d'ouverture de liquidation judiciaire
531042679,2019-09-30,Jugement d'ouverture d'une procédure de redressement judiciaire
531043230,2017-06-02,Jugement d'ouverture d'une procédure de redressement judiciaire
531043883,2017-06-21,Jugement d'ouverture de liquidation judiciaire
531043917,2021-06-11,Jugement d'ouverture de liquidation judiciaire
531044139,2017-12-12,Jugement d'ouverture d'une procédure de redressement judiciaire
531044246,2017-09-18,Jugement d'ouverture de liquidation judiciaire
531044287,2018-10-02,Jugement d'ouverture de liquidation judiciaire
531044642,2021-11-10,Jugement d'ouverture de liquidation judiciaire
531045268,2020-05-29,Jugement d'ouverture de liquidation judiciaire
531045524,2017-10-10,Jugement d'ouverture de liquidation judiciaire
531046340,2017-11-15,Jugement d'ouverture d'une procédure de redressement judiciaire
531047702,2017-07-04,Jugement d'ouverture de liquidation judiciaire
531049757,2018-01-10,Jugement d'ouverture de liquidation judiciaire
531051001,2021-01-08,Jugement d'ouverture d'une procédure de redressement judiciaire
531051621,2018-10-03,Jugement d'ouverture d'une procédure de redressement judiciaire
531052264,2018-07-03,Jugement d'ouverture de liquidation judiciaire
531052272,2020-06-03,Jugement d'ouverture d'une procédure de redressement judiciaire
531052280,2019-06-12,Jugement d'ouverture de liquidation judiciaire
531052447,2019-09-10,Jugement d'ouverture de liquidation judiciaire
531054922,2019-02-12,Jugement d'ouverture d'une procédure de redressement judiciaire
531059426,2017-03-14,Jugement d'ouverture d'une procédure de redressement judiciaire
531060085,2019-04-10,Jugement d'ouverture de liquidation judiciaire
531061141,2018-02-12,Jugement d'ouverture de liquidation judiciaire
531061679,2018-01-26,Jugement d'ouverture d'une procédure de redressement judiciaire
531062016,2018-10-03,Jugement d'ouverture d'une procédure de redressement judiciaire
531063055,2021-05-11,Jugement d'ouverture de liquidation judiciaire
531063295,2018-11-09,Jugement d'ouverture de liquidation judiciaire
531064848,2019-06-25,Jugement d'ouverture de liquidation judiciaire
531067049,2021-07-22,Jugement d'ouverture d'une procédure de redressement judiciaire
531067510,2018-05-02,Jugement d'ouverture de liquidation judiciaire
531067577,2018-03-13,Jugement d'ouverture de liquidation judiciaire
531067809,2017-04-05,Jugement d'ouverture d'une procédure de redressement judiciaire
531067874,2017-10-04,Jugement d'ouverture de liquidation judiciaire
531069805,2020-06-17,Jugement d'ouverture de liquidation judiciaire
531071322,2018-06-27,Jugement d'ouverture de liquidation judiciaire
531072379,2019-03-21,Jugement d'ouverture d'une procédure de redressement judiciaire
531072908,2017-10-18,Jugement d'ouverture de liquidation judiciaire
531073468,2021-10-05,Jugement d'ouverture de liquidation judiciaire
531073831,2020-10-08,Jugement d'ouverture d'une procédure de redressement judiciaire
531074706,2018-11-06,Jugement d'ouverture de liquidation judiciaire
531074789,2021-10-21,Jugement d'ouverture de liquidation judiciaire
531074789,2021-10-21,Jugement d'ouverture de liquidation judiciaire
531075745,2019-01-15,Jugement d'ouverture d'une procédure de redressement judiciaire
531075976,2021-12-13,Jugement d'ouverture d'une procédure de redressement judiciaire
531076164,2017-12-11,Jugement d'ouverture de liquidation judiciaire
531076701,2018-01-18,Jugement d'ouverture de liquidation judiciaire
531077618,2017-12-19,Jugement d'ouverture d'une procédure de redressement judiciaire
531078145,2018-10-18,Jugement d'ouverture d'une procédure de redressement judiciaire
531078400,2021-04-20,Jugement d'ouverture de liquidation judiciaire
531080190,2020-09-29,Jugement d'ouverture de liquidation judiciaire
531081008,2020-03-02,Jugement d'ouverture d'une procédure de redressement judiciaire
531081412,2019-12-17,Jugement d'ouverture de liquidation judiciaire
531084598,2017-03-01,Jugement d'ouverture d'une procédure de redressement judiciaire
531085314,2017-01-17,Jugement d'ouverture de liquidation judiciaire
531085546,2017-10-04,Jugement d'ouverture d'une procédure de redressement judiciaire
531086007,2017-01-11,Jugement d'ouverture d'une procédure de redressement judiciaire
531086007,2018-01-11,Jugement d'ouverture de liquidation judiciaire
531086304,2018-10-03,Jugement d'ouverture de liquidation judiciaire
531086874,2017-02-03,Jugement d'ouverture de liquidation judiciaire
531087872,2018-01-09,Jugement d'ouverture de liquidation judiciaire
531088706,2020-10-29,Jugement d'ouverture de liquidation judiciaire
531091007,2018-03-12,Jugement d'ouverture d'une procédure de redressement judiciaire
531091148,2017-07-11,Jugement d'ouverture d'une procédure de redressement judiciaire
531091163,2018-06-05,Jugement d'ouverture d'une procédure de redressement judiciaire
531091361,2020-12-02,Jugement d'ouverture de liquidation judiciaire
531093326,2021-04-15,Jugement d'ouverture de liquidation judiciaire
531094654,2017-03-03,Jugement d'ouverture de liquidation judiciaire
531098580,2017-03-23,Jugement d'ouverture d'une procédure de redressement judiciaire
531100097,2017-03-20,Jugement d'ouverture de liquidation judiciaire
531100709,2021-12-07,Jugement d'ouverture de liquidation judiciaire
531103257,2017-12-05,Jugement d'ouverture de liquidation judiciaire
531104651,2019-11-20,Jugement d'ouverture d'une procédure de redressement judiciaire
531105310,2019-03-28,Jugement d'ouverture de liquidation judiciaire
531105617,2018-09-20,Jugement d'ouverture de liquidation judiciaire
531108447,2020-02-21,Jugement d'ouverture d'une procédure de redressement judiciaire
531108512,2018-11-23,Jugement d'ouverture de liquidation judiciaire
531108785,2019-07-17,Jugement d'ouverture de liquidation judiciaire
531108868,2019-04-04,Jugement d'ouverture de liquidation judiciaire
531108926,2020-01-21,Jugement d'ouverture d'une procédure de redressement judiciaire
531109684,2021-07-07,Jugement d'ouverture de liquidation judiciaire
531110294,2019-06-05,Jugement d'ouverture de liquidation judiciaire
531112167,2017-06-06,Jugement d'ouverture d'une procédure de redressement judiciaire
531113967,2018-07-17,Jugement d'ouverture de liquidation judiciaire
531114544,2017-10-19,Jugement d'ouverture de liquidation judiciaire
531116317,2017-04-26,Jugement d'ouverture d'une procédure de sauvegarde
531116630,2021-11-02,Jugement d'ouverture de liquidation judiciaire
531117133,2017-06-28,Jugement d'ouverture de liquidation judiciaire
531117471,2021-12-08,Jugement d'ouverture d'une procédure de redressement judiciaire
531117547,2019-10-08,Jugement d'ouverture de liquidation judiciaire
531119782,2017-12-13,Jugement d'ouverture d'une procédure de redressement judiciaire
531121895,2020-04-10,Jugement d'ouverture de liquidation judiciaire
531122562,2021-03-18,Jugement d'ouverture de liquidation judiciaire
531123404,2021-11-08,Jugement d'ouverture de liquidation judiciaire
531123644,2018-09-28,Jugement d'ouverture de liquidation judiciaire
531124956,2018-06-07,Jugement d'ouverture de liquidation judiciaire
531126258,2017-11-30,Jugement d'ouverture de liquidation judiciaire
531126845,2018-05-17,Jugement d'ouverture de liquidation judiciaire
531126852,2021-06-09,Jugement d'ouverture de liquidation judiciaire
531127330,2017-02-14,Jugement d'ouverture de liquidation judiciaire
531128551,2019-05-24,Jugement d'ouverture d'une procédure de redressement judiciaire
531129252,2019-07-02,Jugement d'ouverture de liquidation judiciaire
531130516,2018-07-17,Jugement d'ouverture de liquidation judiciaire
531130698,2020-06-03,Jugement d'ouverture d'une procédure de redressement judiciaire
531130821,2017-09-20,Jugement d'ouverture de liquidation judiciaire
