siren,date_jugement,nature_jugement
822442711,2018-02-13,Jugement d'ouverture de liquidation judiciaire
822444055,2020-10-15,Jugement d'ouverture de liquidation judiciaire
822444188,2017-09-08,Jugement d'ouverture de liquidation judiciaire
822444261,2020-01-20,Jugement d'ouverture de liquidation judiciaire
822444519,2020-12-17,Jugement d'ouverture d'une procédure de redressement judiciaire
822444808,2021-06-22,Jugement d'ouverture de liquidation judiciaire
822445177,2018-07-24,Jugement d'ouverture d'une procédure de redressement judiciaire
822445318,2018-06-26,Jugement d'ouverture de liquidation judiciaire
822445615,2019-11-28,Jugement d'ouverture d'une procédure de redressement judiciaire
822445649,2018-06-06,Jugement d'ouverture d'une procédure de redressement judiciaire
822445797,2021-05-10,Jugement d'ouverture d'une procédure de redressement judiciaire
822445870,2020-07-23,Jugement d'ouverture de liquidation judiciaire
822446365,2018-10-16,Jugement d'ouverture d'une procédure de redressement judiciaire
822446449,2020-06-08,Jugement d'ouverture de liquidation judiciaire
822446589,2018-10-23,Jugement d'ouverture de liquidation judiciaire
822447082,2018-07-12,Jugement d'ouverture de liquidation judiciaire
822448726,2021-01-28,Jugement d'ouverture de liquidation judiciaire
822449088,2018-08-21,Jugement d'ouverture de liquidation judiciaire
822449542,2018-09-10,Jugement d'ouverture de liquidation judiciaire
822450680,2019-01-16,Jugement d'ouverture de liquidation judiciaire
822450904,2017-09-29,Jugement d'ouverture d'une procédure de redressement judiciaire
822451043,2020-02-05,Jugement d'ouverture de liquidation judiciaire
822451142,2017-11-28,Jugement d'ouverture de liquidation judiciaire
822451365,2018-03-13,Jugement d'ouverture d'une procédure de redressement judiciaire
822451712,2018-03-21,Jugement d'ouverture de liquidation judiciaire
822451787,2021-12-09,Jugement d'ouverture d'une procédure de redressement judiciaire
822452223,2019-11-05,Jugement d'ouverture de liquidation judiciaire
822452231,2021-05-21,Jugement d'ouverture de liquidation judiciaire
822453338,2019-06-26,Jugement d'ouverture de liquidation judiciaire
822453783,2021-09-14,Jugement d'ouverture d'une procédure de redressement judiciaire
822454930,2017-05-22,Jugement d'ouverture de liquidation judiciaire
822454963,2017-12-15,Jugement d'ouverture d'une procédure de redressement judiciaire
822455242,2019-02-11,Jugement d'ouverture de liquidation judiciaire
822455341,2018-03-22,Jugement d'ouverture de liquidation judiciaire
822456083,2018-04-06,Jugement d'ouverture de liquidation judiciaire
822457354,2018-12-10,Jugement d'ouverture de liquidation judiciaire
822457438,2020-09-23,Jugement d'ouverture de liquidation judiciaire
822457909,2018-01-09,Jugement d'ouverture de liquidation judiciaire
822457982,2018-10-18,Jugement d'ouverture de liquidation judiciaire
822458097,2019-05-15,Jugement d'ouverture de liquidation judiciaire
822458527,2019-03-08,Jugement d'ouverture d'une procédure de redressement judiciaire
822458683,2020-01-15,Jugement d'ouverture d'une procédure de redressement judiciaire
822459079,2018-07-05,Jugement d'ouverture de liquidation judiciaire
822459269,2018-12-19,Jugement d'ouverture de liquidation judiciaire
822459285,2018-06-15,Jugement d'ouverture de liquidation judiciaire
822459343,2017-10-03,Jugement d'ouverture de liquidation judiciaire
822459681,2018-05-22,Jugement d'ouverture de liquidation judiciaire
822460119,2021-09-06,Jugement d'ouverture de liquidation judiciaire
822460135,2018-08-29,Jugement d'ouverture d'une procédure de redressement judiciaire
822460200,2019-01-09,Jugement d'ouverture de liquidation judiciaire
822460432,2018-06-19,Jugement d'ouverture d'une procédure de redressement judiciaire
822460440,2020-07-29,Jugement d'ouverture de liquidation judiciaire
822461257,2017-11-16,Jugement d'ouverture d'une procédure de redressement judiciaire
822461562,2017-12-07,Jugement d'ouverture de liquidation judiciaire
822461695,2021-11-15,Jugement d'ouverture d'une procédure de sauvegarde
822461935,2018-03-05,Jugement d'ouverture de liquidation judiciaire
822461976,2019-09-26,Jugement d'ouverture d'une procédure de redressement judiciaire
822462032,2018-11-15,Jugement d'ouverture d'une procédure de redressement judiciaire
822462578,2019-02-27,Jugement d'ouverture d'une procédure de redressement judiciaire
822463527,2018-06-13,Jugement d'ouverture d'une procédure de redressement judiciaire
822463733,2018-10-23,Jugement d'ouverture de liquidation judiciaire
822463956,2020-11-02,Jugement d'ouverture de liquidation judiciaire
822467940,2020-05-12,Jugement d'ouverture d'une procédure de redressement judiciaire
822468781,2017-11-29,Jugement d'ouverture de liquidation judiciaire
822468807,2018-04-03,Jugement d'ouverture de liquidation judiciaire
822468922,2019-01-30,Jugement d'ouverture de liquidation judiciaire
822469045,2021-12-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822469052,2017-09-08,Jugement d'ouverture de liquidation judiciaire
822469102,2019-07-18,Jugement d'ouverture de liquidation judiciaire
822469201,2021-02-15,Jugement d'ouverture de liquidation judiciaire
822469334,2018-11-05,Jugement d'ouverture de liquidation judiciaire
822469516,2019-09-03,Jugement d'ouverture de liquidation judiciaire
822469565,2021-11-29,Jugement d'ouverture de liquidation judiciaire
822469649,2018-10-08,Jugement d'ouverture de liquidation judiciaire
822469680,2021-03-22,Jugement d'ouverture de liquidation judiciaire
822469698,2020-09-09,Jugement d'ouverture de liquidation judiciaire
822471678,2017-05-30,Jugement d'ouverture d'une procédure de redressement judiciaire
822471959,2019-03-13,Jugement d'ouverture de liquidation judiciaire
822473401,2018-11-29,Jugement d'ouverture de liquidation judiciaire
822473575,2020-02-04,Jugement d'ouverture d'une procédure de redressement judiciaire
822474227,2018-02-22,Jugement d'ouverture d'une procédure de redressement judiciaire
822474250,2020-08-19,Jugement d'ouverture de liquidation judiciaire
822474748,2018-01-24,Jugement d'ouverture de liquidation judiciaire
822475224,2019-12-18,Jugement d'ouverture de liquidation judiciaire
822475364,2019-06-03,Jugement d'ouverture d'une procédure de redressement judiciaire
822475802,2018-06-06,Jugement d'ouverture d'une procédure de redressement judiciaire
822475810,2018-05-11,Jugement d'ouverture de liquidation judiciaire
822476263,2018-09-19,Jugement d'ouverture de liquidation judiciaire
822476859,2020-09-17,Jugement d'ouverture d'une procédure de redressement judiciaire
822476990,2018-02-08,Jugement d'ouverture de liquidation judiciaire
822477618,2021-02-01,Jugement d'ouverture de liquidation judiciaire
822477741,2017-11-21,Jugement d'ouverture de liquidation judiciaire
822478277,2019-01-15,Jugement d'ouverture de liquidation judiciaire
822478400,2018-12-05,Jugement d'ouverture de liquidation judiciaire
822478582,2018-03-05,Jugement d'ouverture d'une procédure de sauvegarde
822478764,2018-09-27,Jugement d'ouverture de liquidation judiciaire
822479515,2019-12-10,Jugement d'ouverture de liquidation judiciaire
822479770,2019-06-05,Jugement d'ouverture de liquidation judiciaire
822479853,2017-11-22,Jugement d'ouverture d'une procédure de redressement judiciaire
822480117,2019-09-18,Jugement d'ouverture de liquidation judiciaire
822480950,2019-02-05,Jugement d'ouverture de liquidation judiciaire
822481057,2021-10-06,Jugement d'ouverture de liquidation judiciaire
822481206,2017-10-10,Jugement d'ouverture de liquidation judiciaire
822482261,2020-09-14,Jugement d'ouverture de liquidation judiciaire
822483251,2021-09-10,Jugement d'ouverture d'une procédure de redressement judiciaire
822483368,2019-11-12,Jugement d'ouverture de liquidation judiciaire
822483475,2020-04-16,Jugement d'ouverture de liquidation judiciaire
822483798,2019-10-21,Jugement d'ouverture de liquidation judiciaire
822484002,2021-10-27,Jugement d'ouverture de liquidation judiciaire
822484267,2018-06-20,Jugement d'ouverture de liquidation judiciaire
822484457,2019-05-10,Jugement d'ouverture d'une procédure de redressement judiciaire
822484663,2018-06-12,Jugement d'ouverture de liquidation judiciaire
822485363,2020-03-02,Jugement d'ouverture de liquidation judiciaire
822485694,2018-12-17,Jugement d'ouverture de liquidation judiciaire
822486254,2018-03-07,Jugement d'ouverture de liquidation judiciaire
822486536,2019-07-03,Jugement d'ouverture d'une procédure de redressement judiciaire
822486866,2019-11-19,Jugement d'ouverture de liquidation judiciaire
822487609,2018-08-28,Jugement d'ouverture de liquidation judiciaire
822488144,2017-09-06,Jugement d'ouverture de liquidation judiciaire
822488169,2018-08-22,Jugement d'ouverture de liquidation judiciaire
822488193,2019-04-01,Jugement d'ouverture de liquidation judiciaire
822488508,2021-11-25,Jugement d'ouverture d'une procédure de redressement judiciaire
822488532,2019-07-03,Jugement d'ouverture de liquidation judiciaire
822488763,2018-03-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822489092,2020-12-17,Jugement d'ouverture de liquidation judiciaire
822489423,2019-07-25,Jugement d'ouverture d'une procédure de redressement judiciaire
822489605,2019-05-24,Jugement d'ouverture de liquidation judiciaire
822490082,2019-06-27,Jugement d'ouverture de liquidation judiciaire
822490421,2019-11-18,Jugement d'ouverture d'une procédure de redressement judiciaire
822490652,2017-06-27,Jugement d'ouverture de liquidation judiciaire
822491080,2018-11-14,Jugement d'ouverture d'une procédure de redressement judiciaire
822491254,2020-06-16,Jugement d'ouverture de liquidation judiciaire
822491718,2017-08-24,Jugement d'ouverture de liquidation judiciaire
822491767,2021-08-25,Jugement d'ouverture de liquidation judiciaire
822492047,2018-06-21,Jugement d'ouverture d'une procédure de redressement judiciaire
822492575,2021-05-12,Jugement d'ouverture de liquidation judiciaire
822492815,2019-04-23,Jugement d'ouverture d'une procédure de redressement judiciaire
822493342,2018-03-07,Jugement d'ouverture de liquidation judiciaire
822493516,2021-12-13,Jugement d'ouverture de liquidation judiciaire
822493557,2019-07-25,Jugement d'ouverture de liquidation judiciaire
822493805,2016-12-21,Jugement d'ouverture de liquidation judiciaire
822493854,2019-06-26,Jugement d'ouverture d'une procédure de redressement judiciaire
822494092,2018-11-21,Jugement d'ouverture de liquidation judiciaire
822494589,2019-04-04,Jugement d'ouverture de liquidation judiciaire
822496394,2019-03-18,Jugement d'ouverture de liquidation judiciaire
822498010,2018-05-22,Jugement d'ouverture de liquidation judiciaire
822498135,2021-04-15,Jugement d'ouverture de liquidation judiciaire
822498424,2021-03-09,Jugement d'ouverture de liquidation judiciaire
822498697,2020-03-12,Jugement d'ouverture de liquidation judiciaire
822499208,2018-01-31,Jugement d'ouverture de liquidation judiciaire
822500799,2019-11-19,Jugement d'ouverture de liquidation judiciaire
822500906,2018-06-20,Jugement d'ouverture de liquidation judiciaire
822501250,2019-01-07,Jugement d'ouverture de liquidation judiciaire
822501409,2018-12-05,Jugement d'ouverture de liquidation judiciaire
822501706,2018-12-19,Jugement d'ouverture de liquidation judiciaire
822501755,2021-09-14,Jugement d'ouverture d'une procédure de redressement judiciaire
822501847,2021-06-02,Jugement d'ouverture de liquidation judiciaire
822503090,2018-04-10,Jugement d'ouverture d'une procédure de redressement judiciaire
822503108,2021-04-27,Jugement d'ouverture de liquidation judiciaire
822503306,2019-04-09,Jugement d'ouverture de liquidation judiciaire
822503553,2019-01-16,Jugement d'ouverture de liquidation judiciaire
822504015,2017-07-05,Jugement d'ouverture de liquidation judiciaire
822504445,2018-10-03,Jugement d'ouverture de liquidation judiciaire
822504569,2020-01-15,Jugement d'ouverture de liquidation judiciaire
822504650,2020-05-22,Jugement d'ouverture de liquidation judiciaire
822504858,2018-11-20,Jugement d'ouverture de liquidation judiciaire
822504890,2017-03-29,Jugement d'ouverture de liquidation judiciaire
822505095,2019-09-05,Jugement d'ouverture de liquidation judiciaire
822505442,2018-05-29,Jugement d'ouverture de liquidation judiciaire
822505574,2019-12-11,Jugement d'ouverture d'une procédure de redressement judiciaire
822505970,2020-12-02,Jugement d'ouverture de liquidation judiciaire
822506069,2021-02-08,Jugement d'ouverture de liquidation judiciaire
822506994,2017-08-03,Jugement d'ouverture de liquidation judiciaire
822507810,2020-09-02,Jugement d'ouverture de liquidation judiciaire
822508008,2021-07-26,Jugement d'ouverture d'une procédure de sauvegarde
822508586,2019-07-31,Jugement d'ouverture de liquidation judiciaire
822508917,2019-04-29,Jugement d'ouverture de liquidation judiciaire
822509139,2019-04-24,Jugement d'ouverture de liquidation judiciaire
822509303,2018-02-21,Jugement d'ouverture de liquidation judiciaire
822509337,2019-11-04,Jugement d'ouverture de liquidation judiciaire
822509808,2019-05-29,Jugement d'ouverture de liquidation judiciaire
822509923,2019-02-05,Jugement d'ouverture d'une procédure de redressement judiciaire
822511051,2021-05-11,Jugement d'ouverture d'une procédure de redressement judiciaire
822511465,2021-09-13,Jugement d'ouverture d'une procédure de redressement judiciaire
822512323,2021-01-18,Jugement d'ouverture de liquidation judiciaire
822512653,2019-01-10,Jugement d'ouverture de liquidation judiciaire
822512935,2018-03-27,Jugement d'ouverture d'une procédure de redressement judiciaire
822512984,2019-03-27,Jugement d'ouverture de liquidation judiciaire
822513628,2020-01-15,Jugement d'ouverture d'une procédure de redressement judiciaire
822513685,2018-10-08,Jugement d'ouverture de liquidation judiciaire
822513735,2018-09-12,Jugement d'ouverture de liquidation judiciaire
822513776,2018-09-17,Jugement d'ouverture d'une procédure de redressement judiciaire
822514709,2020-02-04,Jugement d'ouverture de liquidation judiciaire
822514725,2019-10-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822514758,2019-06-06,Jugement d'ouverture de liquidation judiciaire
822515003,2020-05-26,Jugement d'ouverture de liquidation judiciaire
822515185,2017-11-21,Jugement d'ouverture de liquidation judiciaire
822515201,2019-04-09,Jugement d'ouverture de liquidation judiciaire
822516258,2018-06-08,Jugement d'ouverture de liquidation judiciaire
822516456,2017-12-14,Jugement d'ouverture de liquidation judiciaire
822516506,2019-07-03,Jugement d'ouverture d'une procédure de redressement judiciaire
822516993,2019-04-25,Jugement d'ouverture de liquidation judiciaire
822517843,2018-06-08,Jugement d'ouverture de liquidation judiciaire
822520326,2019-05-15,Jugement d'ouverture d'une procédure de redressement judiciaire
822521365,2019-03-25,Jugement d'ouverture de liquidation judiciaire
822521506,2019-05-07,Jugement d'ouverture de liquidation judiciaire
822522249,2019-04-17,Jugement d'ouverture de liquidation judiciaire
822522728,2019-05-15,Jugement d'ouverture de liquidation judiciaire
822522793,2020-03-17,Jugement d'ouverture de liquidation judiciaire
822523031,2017-07-19,Jugement d'ouverture de liquidation judiciaire
822523304,2019-08-08,Jugement d'ouverture d'une procédure de redressement judiciaire
822524641,2019-10-03,Jugement d'ouverture de liquidation judiciaire
822524807,2020-09-23,Jugement d'ouverture d'une procédure de redressement judiciaire
822525556,2018-01-30,Jugement d'ouverture de liquidation judiciaire
822525986,2018-07-02,Jugement d'ouverture de liquidation judiciaire
822526109,2018-01-25,Jugement d'ouverture de liquidation judiciaire
822526265,2020-06-24,Jugement d'ouverture d'une procédure de redressement judiciaire
822526299,2021-02-04,Jugement d'ouverture de liquidation judiciaire
822526497,2021-04-07,Jugement d'ouverture de liquidation judiciaire
822526737,2017-12-11,Jugement d'ouverture de liquidation judiciaire
822526885,2018-02-13,Jugement d'ouverture d'une procédure de redressement judiciaire
822527065,2020-01-20,Jugement d'ouverture d'une procédure de redressement judiciaire
822527115,2018-05-02,Jugement d'ouverture de liquidation judiciaire
822527362,2019-04-04,Jugement d'ouverture de liquidation judiciaire
822527438,2018-12-13,Jugement d'ouverture de liquidation judiciaire
822527701,2019-01-09,Jugement d'ouverture de liquidation judiciaire
822528840,2019-06-19,Jugement d'ouverture de liquidation judiciaire
822528956,2017-11-20,Jugement d'ouverture de liquidation judiciaire
822529079,2019-08-22,Jugement d'ouverture de liquidation judiciaire
822529194,2019-07-19,Jugement d'ouverture de liquidation judiciaire
822529574,2020-06-17,Jugement d'ouverture de liquidation judiciaire
822529806,2019-11-26,Jugement d'ouverture d'une procédure de sauvegarde
822529889,2018-03-09,Jugement d'ouverture d'une procédure de redressement judiciaire
822529905,2018-07-26,Jugement d'ouverture de liquidation judiciaire
822530564,2017-06-14,Jugement d'ouverture de liquidation judiciaire
822530762,2018-12-05,Jugement d'ouverture d'une procédure de sauvegarde
822531257,2018-03-01,Jugement d'ouverture d'une procédure de redressement judiciaire
822532057,2017-02-15,Jugement d'ouverture de liquidation judiciaire
822532107,2018-03-05,Jugement d'ouverture de liquidation judiciaire
822533030,2018-11-22,Jugement d'ouverture de liquidation judiciaire
822533881,2019-03-05,Jugement d'ouverture d'une procédure de redressement judiciaire
822534087,2018-10-09,Jugement d'ouverture de liquidation judiciaire
822534301,2021-02-09,Jugement d'ouverture d'une procédure de redressement judiciaire
822534418,2018-01-08,Jugement d'ouverture de liquidation judiciaire
822534517,2019-02-12,Jugement d'ouverture d'une procédure de redressement judiciaire
822534715,2020-11-04,Jugement d'ouverture de liquidation judiciaire
822534814,2018-10-18,Jugement d'ouverture de liquidation judiciaire
822535019,2020-10-26,Jugement d'ouverture d'une procédure de redressement judiciaire
822535035,2019-09-24,Jugement d'ouverture d'une procédure de redressement judiciaire
822535076,2018-11-14,Jugement d'ouverture de liquidation judiciaire
822535456,2018-05-29,Jugement d'ouverture de liquidation judiciaire
822535522,2020-04-01,Jugement d'ouverture d'une procédure de redressement judiciaire
822535787,2020-11-19,Jugement d'ouverture de liquidation judiciaire
822536066,2018-11-07,Jugement d'ouverture de liquidation judiciaire
822536736,2019-10-24,Jugement d'ouverture d'une procédure de redressement judiciaire
822536934,2019-01-31,Jugement d'ouverture de liquidation judiciaire
822536991,2018-01-16,Jugement d'ouverture de liquidation judiciaire
822537346,2020-01-16,Jugement d'ouverture de liquidation judiciaire
822537387,2020-11-12,Jugement d'ouverture de liquidation judiciaire
822538898,2020-10-20,Jugement d'ouverture de liquidation judiciaire
822539201,2019-03-19,Jugement d'ouverture d'une procédure de redressement judiciaire
822539292,2018-06-26,Jugement d'ouverture de liquidation judiciaire
822539391,2020-11-03,Jugement d'ouverture de liquidation judiciaire
822539631,2020-02-13,Jugement d'ouverture de liquidation judiciaire
822539979,2021-05-17,Jugement d'ouverture de liquidation judiciaire
822540084,2018-02-06,Jugement d'ouverture de liquidation judiciaire
822540399,2019-10-01,Jugement d'ouverture d'une procédure de redressement judiciaire
822540514,2021-02-05,Jugement d'ouverture de liquidation judiciaire
822542262,2019-09-11,Jugement d'ouverture de liquidation judiciaire
822542320,2020-07-01,Jugement d'ouverture d'une procédure de sauvegarde
822542569,2020-04-15,Jugement d'ouverture de liquidation judiciaire
822542643,2019-03-11,Jugement d'ouverture de liquidation judiciaire
822542783,2018-12-11,Jugement d'ouverture de liquidation judiciaire
822542981,2018-04-17,Jugement d'ouverture de liquidation judiciaire
822543104,2017-09-22,Jugement d'ouverture de liquidation judiciaire
822543443,2021-05-20,Jugement d'ouverture d'une procédure de redressement judiciaire
822543526,2019-05-13,Jugement d'ouverture de liquidation judiciaire
822543609,2018-03-21,Jugement d'ouverture de liquidation judiciaire
822543906,2019-12-10,Jugement d'ouverture de liquidation judiciaire
822544524,2017-11-28,Jugement d'ouverture de liquidation judiciaire
822544722,2020-01-28,Jugement d'ouverture de liquidation judiciaire
822545596,2019-10-02,Jugement d'ouverture d'une procédure de redressement judiciaire
822548012,2020-06-10,Jugement d'ouverture de liquidation judiciaire
822549572,2019-11-12,Jugement d'ouverture d'une procédure de redressement judiciaire
822549630,2019-01-15,Jugement d'ouverture de liquidation judiciaire
822549754,2017-03-07,Jugement d'ouverture de liquidation judiciaire
822551628,2018-03-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822552105,2018-01-08,Jugement d'ouverture de liquidation judiciaire
822552642,2019-12-18,Jugement d'ouverture de liquidation judiciaire
822552758,2018-03-26,Jugement d'ouverture de liquidation judiciaire
822552840,2018-06-12,Jugement d'ouverture d'une procédure de redressement judiciaire
822553194,2019-12-04,Jugement d'ouverture de liquidation judiciaire
822553426,2019-10-08,Jugement d'ouverture de liquidation judiciaire
822553616,2018-04-18,Jugement d'ouverture de liquidation judiciaire
822553749,2017-12-12,Jugement d'ouverture de liquidation judiciaire
822553905,2019-10-11,Jugement d'ouverture de liquidation judiciaire
822554036,2021-10-05,Jugement d'ouverture de liquidation judiciaire
822554150,2019-11-04,Jugement d'ouverture de liquidation judiciaire
822554697,2019-02-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822554978,2019-09-16,Jugement d'ouverture de liquidation judiciaire
822555041,2018-09-04,Jugement d'ouverture de liquidation judiciaire
822555264,2017-11-15,Jugement d'ouverture de liquidation judiciaire
822555389,2018-08-07,Jugement d'ouverture de liquidation judiciaire
822555629,2018-03-19,Jugement d'ouverture d'une procédure de redressement judiciaire
822555694,2020-02-03,Jugement d'ouverture d'une procédure de redressement judiciaire
822556031,2021-06-28,Jugement d'ouverture de liquidation judiciaire
822556791,2019-04-26,Jugement d'ouverture de liquidation judiciaire
822557070,2019-10-17,Jugement d'ouverture de liquidation judiciaire
822557781,2019-03-01,Jugement d'ouverture de liquidation judiciaire
822558185,2021-09-06,Jugement d'ouverture d'une procédure de redressement judiciaire
822559779,2018-06-27,Jugement d'ouverture de liquidation judiciaire
822560751,2018-05-31,Jugement d'ouverture d'une procédure de redressement judiciaire
822560991,2021-11-18,Jugement d'ouverture de liquidation judiciaire
822561833,2018-10-23,Jugement d'ouverture de liquidation judiciaire
822561890,2019-11-20,Jugement d'ouverture de liquidation judiciaire
822562229,2018-03-12,Jugement d'ouverture de liquidation judiciaire
822562567,2018-09-19,Jugement d'ouverture de liquidation judiciaire
822562575,2020-12-10,Jugement d'ouverture de liquidation judiciaire
822562864,2019-05-27,Jugement d'ouverture d'une procédure de redressement judiciaire
822563011,2019-12-03,Jugement d'ouverture d'une procédure de sauvegarde
822563177,2019-05-21,Jugement d'ouverture de liquidation judiciaire
822563391,2020-01-16,Jugement d'ouverture de liquidation judiciaire
822563441,2017-02-27,Jugement d'ouverture de liquidation judiciaire
822563755,2019-10-29,Jugement d'ouverture de liquidation judiciaire
822563847,2021-04-21,Jugement d'ouverture d'une procédure de redressement judiciaire
822563938,2018-06-21,Jugement d'ouverture d'une procédure de redressement judiciaire
822564373,2020-02-12,Jugement d'ouverture de liquidation judiciaire
822565123,2018-10-04,Jugement d'ouverture de liquidation judiciaire
822565479,2018-02-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822565560,2021-10-18,Jugement d'ouverture de liquidation judiciaire
822565610,2018-07-10,Jugement d'ouverture de liquidation judiciaire
822565842,2021-12-16,Jugement d'ouverture de liquidation judiciaire
822565875,2017-04-03,Jugement d'ouverture de liquidation judiciaire
822566626,2020-11-24,Jugement d'ouverture de liquidation judiciaire
822566741,2019-07-02,Jugement d'ouverture d'une procédure de redressement judiciaire
822567814,2021-11-10,Jugement d'ouverture de liquidation judiciaire
822568051,2019-11-13,Jugement d'ouverture de liquidation judiciaire
822568317,2021-11-03,Jugement d'ouverture de liquidation judiciaire
822568507,2019-03-11,Jugement d'ouverture de liquidation judiciaire
822568739,2018-06-07,Jugement d'ouverture de liquidation judiciaire
822568853,2019-11-14,Jugement d'ouverture d'une procédure de redressement judiciaire
822568861,2018-09-05,Jugement d'ouverture de liquidation judiciaire
822568960,2018-10-11,Jugement d'ouverture de liquidation judiciaire
822569042,2017-12-04,Jugement d'ouverture de liquidation judiciaire
822569091,2019-09-18,Jugement d'ouverture de liquidation judiciaire
822569133,2019-02-12,Jugement d'ouverture de liquidation judiciaire
822569158,2021-03-08,Jugement d'ouverture de liquidation judiciaire
822569505,2019-08-21,Jugement d'ouverture d'une procédure de redressement judiciaire
822569562,2020-04-06,Jugement d'ouverture d'une procédure de redressement judiciaire
822570321,2018-09-04,Jugement d'ouverture de liquidation judiciaire
822570495,2019-10-24,Jugement d'ouverture d'une procédure de redressement judiciaire
822570792,2021-05-25,Jugement d'ouverture d'une procédure de redressement judiciaire
822573523,2019-11-08,Jugement d'ouverture de liquidation judiciaire
822573572,2018-07-03,Jugement d'ouverture de liquidation judiciaire
822573598,2018-11-13,Jugement d'ouverture d'une procédure de redressement judiciaire
822573663,2020-05-27,Jugement d'ouverture de liquidation judiciaire
822573853,2018-04-16,Jugement d'ouverture de liquidation judiciaire
822574976,2020-11-30,Jugement d'ouverture de liquidation judiciaire
822575460,2017-10-10,Jugement d'ouverture de liquidation judiciaire
822575577,2021-06-02,Jugement d'ouverture d'une procédure de redressement judiciaire
822576807,2019-07-01,Jugement d'ouverture de liquidation judiciaire
822577227,2017-06-29,Jugement d'ouverture de liquidation judiciaire
822579116,2019-06-26,Jugement d'ouverture de liquidation judiciaire
822579272,2019-12-13,Jugement d'ouverture de liquidation judiciaire
822579538,2019-01-17,Jugement d'ouverture d'une procédure de redressement judiciaire
822579900,2020-12-16,Jugement d'ouverture de liquidation judiciaire
822581146,2019-08-22,Jugement d'ouverture de liquidation judiciaire
822581153,2020-02-20,Jugement d'ouverture de liquidation judiciaire
822581559,2018-03-14,Jugement d'ouverture de liquidation judiciaire
822581724,2018-09-11,Jugement d'ouverture de liquidation judiciaire
822582060,2019-03-20,Jugement d'ouverture d'une procédure de redressement judiciaire
822582292,2019-11-21,Jugement d'ouverture de liquidation judiciaire
822582532,2019-01-11,Jugement d'ouverture de liquidation judiciaire
822582854,2017-11-28,Jugement d'ouverture de liquidation judiciaire
822583035,2021-11-25,Jugement d'ouverture de liquidation judiciaire
822583563,2018-09-19,Jugement d'ouverture d'une procédure de redressement judiciaire
822584298,2019-12-19,Jugement d'ouverture de liquidation judiciaire
822584546,2017-10-02,Jugement d'ouverture de liquidation judiciaire
822584868,2018-10-17,Jugement d'ouverture de liquidation judiciaire
822585337,2018-05-14,Jugement d'ouverture d'une procédure de redressement judiciaire
822585444,2019-02-13,Jugement d'ouverture de liquidation judiciaire
822585584,2017-11-08,Jugement d'ouverture de liquidation judiciaire
822586186,2020-11-26,Jugement d'ouverture de liquidation judiciaire
822586640,2018-02-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822587135,2019-10-22,Jugement d'ouverture d'une procédure de redressement judiciaire
822587200,2020-11-09,Jugement d'ouverture d'une procédure de sauvegarde
822590196,2019-12-09,Jugement d'ouverture d'une procédure de redressement judiciaire
822591723,2018-04-04,Jugement d'ouverture d'une procédure de redressement judiciaire
822593505,2018-04-09,Jugement d'ouverture de liquidation judiciaire
822593794,2021-01-06,Jugement d'ouverture de liquidation judiciaire
822593851,2018-03-28,Jugement d'ouverture de liquidation judiciaire
822594750,2018-06-27,Jugement d'ouverture de liquidation judiciaire
822595898,2017-05-31,Jugement d'ouverture de liquidation judiciaire
822595955,2019-07-31,Jugement d'ouverture d'une procédure de redressement judiciaire
822596268,2019-09-12,Jugement d'ouverture d'une procédure de redressement judiciaire
822596284,2020-11-05,Jugement d'ouverture de liquidation judiciaire
822596789,2017-11-14,Jugement d'ouverture d'une procédure de redressement judiciaire
822597423,2019-02-25,Jugement d'ouverture de liquidation judiciaire
822598835,2019-02-06,Jugement d'ouverture de liquidation judiciaire
822599361,2020-11-23,Jugement d'ouverture de liquidation judiciaire
822599767,2020-02-28,Jugement d'ouverture de liquidation judiciaire
822601340,2019-05-13,Jugement d'ouverture de liquidation judiciaire
822601464,2021-12-13,Jugement d'ouverture d'une procédure de redressement judiciaire
822601472,2019-10-21,Jugement d'ouverture de liquidation judiciaire
822601977,2019-08-29,Jugement d'ouverture de liquidation judiciaire
822602017,2018-07-10,Jugement d'ouverture d'une procédure de redressement judiciaire
822602488,2019-06-28,Jugement d'ouverture d'une procédure de redressement judiciaire
822604781,2019-11-12,Jugement d'ouverture de liquidation judiciaire
822605994,2018-09-04,Jugement d'ouverture de liquidation judiciaire
822606117,2021-05-18,Jugement d'ouverture de liquidation judiciaire
822606125,2018-05-15,Jugement d'ouverture de liquidation judiciaire
822606661,2018-12-12,Jugement d'ouverture de liquidation judiciaire
822606877,2019-08-21,Jugement d'ouverture d'une procédure de redressement judiciaire
822607198,2017-10-11,Jugement d'ouverture d'une procédure de redressement judiciaire
822607396,2018-04-05,Jugement d'ouverture de liquidation judiciaire
822607594,2019-04-30,Jugement d'ouverture de liquidation judiciaire
822608014,2019-09-26,Jugement d'ouverture de liquidation judiciaire
822610093,2018-02-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822610556,2018-09-18,Jugement d'ouverture d'une procédure de sauvegarde
